,Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,Day,DayOfWeek,Lag_1,Lag_2,Lag_3,Rolling_Mean_3,Rolling_Std_3,IsSuperBowl,IsLaborDay,IsThanksgiving,IsChristmas
1536,11,2012-02-17,1569607.94,0,52.77,3.51,223.9170153,6.833,2012,2,7,17,4,1574287.76,1376732.18,1162675.85,1371231.93,205861.07129811737,0,0,0,0
1537,11,2012-02-24,1379473.03,0,61.11,3.555,224.1320199,6.833,2012,2,8,24,4,1569607.94,1574287.76,1376732.18,1506875.96,112732.10626668796,0,0,0,0
1538,11,2012-03-02,1438383.44,0,62.61,3.63,224.3470245,6.833,2012,3,9,2,4,1379473.03,1569607.94,1574287.76,1507789.576666667,111150.02154813847,0,0,0,0
1539,11,2012-03-09,1413382.76,0,61.44,3.669,224.5620291,6.833,2012,3,10,9,4,1438383.44,1379473.03,1569607.94,1462488.1366666667,97332.41136035079,0,0,0,0
1540,11,2012-03-16,1441884.28,0,64.21,3.734,224.7166953,6.833,2012,3,11,16,4,1413382.76,1438383.44,1379473.03,1410413.076666667,29567.268489275,0,0,0,0
1541,11,2012-03-23,1300593.61,0,67.16,3.787,224.7909104,6.833,2012,3,12,23,4,1441884.28,1413382.76,1438383.44,1431216.8266666664,15543.629581899975,0,0,0,0
1542,11,2012-03-30,1300104.03,0,70.23,3.845,224.8651254,6.833,2012,3,13,30,4,1300593.61,1441884.28,1413382.76,1385286.8833333335,74718.11742484772,0,0,0,0
1543,11,2012-04-06,1596325.01,0,74.19,3.891,224.9393405,6.664,2012,4,14,6,4,1300104.03,1300593.61,1441884.28,1347527.3066666666,81715.90258092013,0,0,0,0
1544,11,2012-04-13,1472752.01,0,72.74,3.891,225.0135556,6.664,2012,4,15,13,4,1596325.01,1300104.03,1300593.61,1399007.55,170882.10830213467,0,0,0,0
1545,11,2012-04-20,1315356.99,0,71.97,3.877,225.0689541,6.664,2012,4,16,20,4,1472752.01,1596325.01,1300104.03,1456393.6833333333,148786.46909762901,0,0,0,0
1546,11,2012-04-27,1236238.29,0,73.4,3.814,225.1243526,6.664,2012,4,17,27,4,1315356.99,1472752.01,1596325.01,1461478.0033333332,140822.88338696843,0,0,0,0
1547,11,2012-05-04,1370251.22,0,79.07,3.749,225.1797511,6.664,2012,5,18,4,4,1236238.29,1315356.99,1472752.01,1341449.0966666667,120396.35982781199,0,0,0,0
1548,11,2012-05-11,1300147.07,0,75.13,3.688,225.2351496,6.664,2012,5,19,11,4,1370251.22,1236238.29,1315356.99,1307282.1666666667,67370.3824443245,0,0,0,0
1549,11,2012-05-18,1352442.31,0,72.53,3.63,225.2512024,6.664,2012,5,20,18,4,1300147.07,1370251.22,1236238.29,1302212.1933333334,67030.32822970927,0,0,0,0
1550,11,2012-05-25,1297335.87,0,78.44,3.561,225.2515168,6.664,2012,5,21,25,4,1352442.31,1300147.07,1370251.22,1340946.8666666667,36438.39835774691,0,0,0,0
1551,11,2012-06-01,1361595.33,0,81.67,3.501,225.2518313,6.664,2012,6,22,1,4,1297335.87,1352442.31,1300147.07,1316641.75,31036.04007593567,0,0,0,0
1552,11,2012-06-08,1414343.53,0,82.1,3.452,225.2521458,6.664,2012,6,23,8,4,1361595.33,1297335.87,1352442.31,1337124.5033333334,34760.55164523099,0,0,0,0
1553,11,2012-06-15,1417875.42,0,84.97,3.393,225.2644795,6.664,2012,6,24,15,4,1414343.53,1361595.33,1297335.87,1357758.2433333334,58598.12753181049,0,0,0,0
1554,11,2012-06-22,1355680.3,0,83.26,3.346,225.3068615,6.664,2012,6,25,22,4,1417875.42,1414343.53,1361595.33,1397938.0933333335,31523.259615238792,0,0,0,0
1555,11,2012-06-29,1297028.6,0,87.86,3.286,225.3492435,6.664,2012,6,26,29,4,1355680.3,1417875.42,1414343.53,1395966.4166666667,34933.46474088928,0,0,0,0
1556,11,2012-07-06,1461129.94,0,83.44,3.227,225.3916254,6.334,2012,7,27,6,4,1297028.6,1355680.3,1417875.42,1356861.44,60432.06760324036,0,0,0,0
1557,11,2012-07-13,1320239.51,0,82.46,3.256,225.4340074,6.334,2012,7,28,13,4,1461129.94,1297028.6,1355680.3,1371279.6133333335,83155.3749303213,0,0,0,0
1558,11,2012-07-20,1344483.81,0,82.41,3.311,225.4438827,6.334,2012,7,29,20,4,1320239.51,1461129.94,1297028.6,1359466.0166666666,88805.13254537285,0,0,0,0
1559,11,2012-07-27,1272395.02,0,85.43,3.407,225.4537579,6.334,2012,7,30,27,4,1344483.81,1320239.51,1461129.94,1375284.42,75326.20061223763,0,0,0,0
1560,11,2012-08-03,1399341.07,0,86.94,3.417,225.4636332,6.334,2012,8,31,3,4,1272395.02,1344483.81,1320239.51,1312372.78,36682.591124205515,0,0,0,0
1561,11,2012-08-10,1388973.65,0,86.21,3.494,225.4735085,6.334,2012,8,32,10,4,1399341.07,1272395.02,1344483.81,1338739.9666666668,63667.64252608149,0,0,0,0
1562,11,2012-08-17,1421307.2,0,87.73,3.571,225.5558664,6.334,2012,8,33,17,4,1388973.65,1399341.07,1272395.02,1353569.9133333333,70490.37757114408,0,0,0,0
1563,11,2012-08-24,1409515.73,0,83.17,3.62,225.6925864,6.334,2012,8,34,24,4,1421307.2,1388973.65,1399341.07,1403207.3066666666,16509.85927778674,0,0,0,0
1564,11,2012-08-31,1372872.35,0,86.49,3.638,225.8293063,6.334,2012,8,35,31,4,1409515.73,1421307.2,1388973.65,1406598.86,16362.937140011856,0,0,0,0
1565,11,2012-09-07,1304584.4,1,85.17,3.73,225.9660263,6.334,2012,9,36,7,4,1372872.35,1409515.73,1421307.2,1401231.76,25257.707592950515,0,0,0,0
1566,11,2012-09-14,1267675.05,0,79.61,3.717,226.1122067,6.334,2012,9,37,14,4,1304584.4,1372872.35,1409515.73,1362324.16,53254.9926119524,0,0,0,0
1567,11,2012-09-21,1326132.98,0,73.64,3.721,226.3151496,6.334,2012,9,38,21,4,1267675.05,1304584.4,1372872.35,1315043.9333333333,53372.927219572346,0,0,0,0
1568,11,2012-09-28,1227430.73,0,77.67,3.666,226.5180926,6.334,2012,9,39,28,4,1326132.98,1267675.05,1304584.4,1299464.1433333333,29563.409245562412,0,0,0,0
1569,11,2012-10-05,1422794.26,0,73.37,3.617,226.7210356,6.034,2012,10,40,5,4,1227430.73,1326132.98,1267675.05,1273746.2533333334,49630.41578711269,0,0,0,0
1570,11,2012-10-12,1311965.09,0,69.94,3.601,226.9239785,6.034,2012,10,41,12,4,1422794.26,1227430.73,1326132.98,1325452.6566666665,97683.54182457522,0,0,0,0
1571,11,2012-10-19,1232073.18,0,73.77,3.594,226.9688442,6.034,2012,10,42,19,4,1311965.09,1422794.26,1227430.73,1320730.0266666666,97976.2486503395,0,0,0,0
1572,11,2012-10-26,1200729.45,0,74.26,3.506,226.9873637,6.034,2012,10,43,26,4,1232073.18,1311965.09,1422794.26,1322277.51,95777.8267334555,0,0,0,0
1573,12,2010-02-05,1100046.37,0,49.47,2.962,126.4420645,13.975,2010,2,5,5,4,1200729.45,1232073.18,1311965.09,1248255.9066666667,57356.36305876274,0,0,0,0
1574,12,2010-02-12,1117863.33,1,47.87,2.946,126.4962581,13.975,2010,2,6,12,4,1100046.37,1200729.45,1232073.18,1177616.3333333333,68981.38706368246,1,0,0,0
1575,12,2010-02-19,1095421.65,0,54.83,2.915,126.5262857,13.975,2010,2,7,19,4,1117863.33,1100046.37,1200729.45,1139546.3833333335,53729.75666205999,0,0,0,0
1576,12,2010-02-26,1048617.17,0,50.23,2.825,126.5522857,13.975,2010,2,8,26,4,1095421.65,1117863.33,1100046.37,1104443.7833333334,11849.480297645347,0,0,0,0
1577,12,2010-03-05,1077018.27,0,53.77,2.987,126.5782857,13.975,2010,3,9,5,4,1048617.17,1095421.65,1117863.33,1087300.7166666666,35330.15478794771,0,0,0,0
1578,12,2010-03-12,985594.23,0,50.11,2.925,126.6042857,13.975,2010,3,10,12,4,1077018.27,1048617.17,1095421.65,1073685.6966666665,23579.532878850343,0,0,0,0
1579,12,2010-03-19,972088.34,0,59.57,3.054,126.6066452,13.975,2010,3,11,19,4,985594.23,1077018.27,1048617.17,1037076.5566666666,46791.859223195046,0,0,0,0
1580,12,2010-03-26,981615.81,0,60.06,3.083,126.6050645,13.975,2010,3,12,26,4,972088.34,985594.23,1077018.27,1011566.9466666667,57083.351870201936,0,0,0,0
1581,12,2010-04-02,1011822.3,0,59.84,3.086,126.6034839,14.099,2010,4,13,2,4,981615.81,972088.34,985594.23,979766.1266666666,6940.33590679761,0,0,0,0
1582,12,2010-04-09,1041238.87,0,59.25,3.09,126.6019032,14.099,2010,4,14,9,4,1011822.3,981615.81,972088.34,988508.8166666668,20744.446244750874,0,0,0,0
1583,12,2010-04-16,957997.52,0,64.95,3.109,126.5621,14.099,2010,4,15,16,4,1041238.87,1011822.3,981615.81,1011558.9933333335,29812.40209614594,0,0,0,0
1584,12,2010-04-23,993833.44,0,64.55,3.05,126.4713333,14.099,2010,4,16,23,4,957997.52,1041238.87,1011822.3,1003686.2300000001,42212.88089837247,0,0,0,0
1585,12,2010-04-30,954220.22,0,67.38,3.105,126.3805667,14.099,2010,4,17,30,4,993833.44,957997.52,1041238.87,997689.9433333334,41754.46144936526,0,0,0,0
1586,12,2010-05-07,1043240.27,0,70.15,3.127,126.2898,14.099,2010,5,18,7,4,954220.22,993833.44,957997.52,968683.7266666666,21862.023222591088,0,0,0,0
1587,12,2010-05-14,966054.97,0,68.44,3.145,126.2085484,14.099,2010,5,19,14,4,1043240.27,954220.22,993833.44,997097.9766666666,44599.72225516131,0,0,0,0
1588,12,2010-05-21,958374.56,0,76.2,3.12,126.1843871,14.099,2010,5,20,21,4,966054.97,1043240.27,954220.22,987838.4866666667,48342.87459674651,0,0,0,0
1589,12,2010-05-28,955451.16,0,67.84,3.058,126.1602258,14.099,2010,5,21,28,4,958374.56,966054.97,1043240.27,989223.2666666666,46937.454780568914,0,0,0,0
1590,12,2010-06-04,1049357.36,0,81.39,2.941,126.1360645,14.099,2010,6,22,4,4,955451.16,958374.56,966054.97,959960.23,5476.8566387760275,0,0,0,0
1591,12,2010-06-11,1016039.71,0,90.84,2.949,126.1119032,14.099,2010,6,23,11,4,1049357.36,955451.16,958374.56,987727.6933333334,53392.86869024982,0,0,0,0
1592,12,2010-06-18,956211.2,0,81.06,3.043,126.114,14.099,2010,6,24,18,4,1016039.71,1049357.36,955451.16,1006949.4100000001,47608.494674567955,0,0,0,0
1593,12,2010-06-25,958007.69,0,87.27,3.084,126.1266,14.099,2010,6,25,25,4,956211.2,1016039.71,1049357.36,1007202.7566666667,47197.675672101686,0,0,0,0
1594,12,2010-07-02,951957.31,0,91.98,3.105,126.1392,14.18,2010,7,26,2,4,958007.69,956211.2,1016039.71,976752.8666666667,34035.25948783679,0,0,0,0
1595,12,2010-07-09,943506.28,0,90.37,3.1,126.1518,14.18,2010,7,27,9,4,951957.31,958007.69,956211.2,955392.0666666668,3107.251052047165,0,0,0,0
1596,12,2010-07-16,916402.76,0,97.18,3.094,126.1498065,14.18,2010,7,28,16,4,943506.28,951957.31,958007.69,951157.0933333334,7283.747869967893,0,0,0,0
1597,12,2010-07-23,912403.67,0,99.22,3.112,126.1283548,14.18,2010,7,29,23,4,916402.76,943506.28,951957.31,937288.7833333336,18574.833916530963,0,0,0,0
1598,12,2010-07-30,913548.25,0,96.31,3.017,126.1069032,14.18,2010,7,30,30,4,912403.67,916402.76,943506.28,924104.2366666668,16921.218760466138,0,0,0,0
1599,12,2010-08-06,967576.95,0,92.95,3.123,126.0854516,14.18,2010,8,31,6,4,913548.25,912403.67,916402.76,914118.2266666667,2059.571620163418,0,0,0,0
1600,12,2010-08-13,928264.4,0,87.01,3.159,126.064,14.18,2010,8,32,13,4,967576.95,913548.25,912403.67,931176.29,31529.09057000998,0,0,0,0
1601,12,2010-08-20,948447.34,0,92.81,3.041,126.0766452,14.18,2010,8,33,20,4,928264.4,967576.95,913548.25,936463.2000000002,27931.887637672753,0,0,0,0
1602,12,2010-08-27,1004516.46,0,93.19,3.129,126.0892903,14.18,2010,8,34,27,4,948447.34,928264.4,967576.95,948096.2300000001,19658.626746310056,0,0,0,0
1603,12,2010-09-03,1075758.55,0,83.12,3.087,126.1019355,14.18,2010,9,35,3,4,1004516.46,948447.34,928264.4,960409.4,39508.382947731385,0,0,0,0
1604,12,2010-09-10,903119.03,1,83.63,3.044,126.1145806,14.18,2010,9,36,10,4,1075758.55,1004516.46,948447.34,1009574.1166666667,63806.120130715164,0,0,0,0
1605,12,2010-09-17,852882.61,0,82.45,3.028,126.1454667,14.18,2010,9,37,17,4,903119.03,1075758.55,1004516.46,994464.68,86757.5914680368,0,0,0,0
1606,12,2010-09-24,851919.34,0,81.77,2.939,126.1900333,14.18,2010,9,38,24,4,852882.61,903119.03,1075758.55,943920.0633333335,116905.79283561102,0,0,0,0
1607,12,2010-10-01,850936.26,0,85.2,3.001,126.2346,14.313,2010,10,39,1,4,851919.34,852882.61,903119.03,869306.9933333333,29286.043432590584,0,0,0,0
1608,12,2010-10-08,918335.68,0,71.82,3.013,126.2791667,14.313,2010,10,40,8,4,850936.26,851919.34,852882.61,851912.7366666667,973.1918028040764,0,0,0,0
1609,12,2010-10-15,862419.84,0,75.0,2.976,126.3266774,14.313,2010,10,41,15,4,918335.68,850936.26,851919.34,873730.4266666668,38632.40971349144,0,0,0,0
1610,12,2010-10-22,857883.46,0,68.85,3.014,126.3815484,14.313,2010,10,42,22,4,862419.84,918335.68,850936.26,877230.5933333334,36058.13728981371,0,0,0,0
1611,12,2010-10-29,955294.7,0,61.09,3.016,126.4364194,14.313,2010,10,43,29,4,857883.46,862419.84,918335.68,879546.3266666667,33669.0530738696,0,0,0,0
1612,12,2010-11-05,929690.71,0,65.49,3.129,126.4912903,14.313,2010,11,44,5,4,955294.7,857883.46,862419.84,891866.0,54977.6743200807,0,0,0,0
1613,12,2010-11-12,942475.24,0,57.79,3.13,126.5461613,14.313,2010,11,45,12,4,929690.71,955294.7,857883.46,914289.6233333334,50498.83684275517,0,0,0,0
1614,12,2010-11-19,894493.7,0,58.18,3.161,126.6072,14.313,2010,11,46,19,4,942475.24,929690.71,955294.7,942486.8833333333,12801.998971117635,0,0,0,0
1615,12,2010-11-26,1601377.41,1,47.66,3.162,126.6692667,14.313,2010,11,47,26,4,894493.7,942475.24,929690.71,922219.8833333333,24847.876841021585,0,0,0,0
1616,12,2010-12-03,1069533.17,0,43.33,3.041,126.7313333,14.313,2010,12,48,3,4,1601377.41,894493.7,942475.24,1146115.45,394997.6534265418,0,0,0,0
1617,12,2010-12-10,1121934.15,0,50.01,3.203,126.7934,14.313,2010,12,49,10,4,1069533.17,1601377.41,894493.7,1188468.093333333,368144.3763757238,0,0,0,0
1618,12,2010-12-17,1295605.35,0,52.77,3.236,126.8794839,14.313,2010,12,50,17,4,1121934.15,1069533.17,1601377.41,1264281.5766666664,293106.9195946436,0,0,0,0
1619,12,2010-12-24,1768249.89,0,52.02,3.236,126.9835806,14.313,2010,12,51,24,4,1295605.35,1121934.15,1069533.17,1162357.5566666666,118332.9898945872,0,0,0,0
1620,12,2010-12-31,891736.91,1,45.64,3.148,127.0876774,14.313,2010,12,52,31,4,1768249.89,1295605.35,1121934.15,1395263.13,334484.3251616324,0,0,0,0
1621,12,2011-01-07,910110.24,0,37.64,3.287,127.1917742,14.021,2011,1,1,7,4,891736.91,1768249.89,1295605.35,1318530.7166666668,438705.9725541933,0,0,0,0
1622,12,2011-01-14,812011.8,0,43.15,3.312,127.3009355,14.021,2011,1,2,14,4,910110.24,891736.91,1768249.89,1190032.3466666664,500835.34258042206,0,0,0,0
1623,12,2011-01-21,802105.5,0,53.53,3.223,127.4404839,14.021,2011,1,3,21,4,812011.8,910110.24,891736.91,871286.3166666668,52148.78769802572,0,0,0,0
1624,12,2011-01-28,873119.06,0,50.74,3.342,127.5800323,14.021,2011,1,4,28,4,802105.5,812011.8,910110.24,841409.18,59702.68359769631,0,0,0,0
1625,12,2011-02-04,1046068.17,0,45.14,3.348,127.7195806,14.021,2011,2,5,4,4,873119.06,802105.5,812011.8,829078.7866666667,38460.27757804169,0,0,0,0
1626,12,2011-02-11,1086421.57,1,51.3,3.381,127.859129,14.021,2011,2,6,11,4,1046068.17,873119.06,802105.5,907097.5766666667,125480.47969518458,1,0,0,0
1627,12,2011-02-18,1128485.1,0,53.35,3.43,127.99525,14.021,2011,2,7,18,4,1086421.57,1046068.17,873119.06,1001869.6,113312.07078510897,0,0,0,0
1628,12,2011-02-25,1046203.72,0,48.45,3.53,128.13,14.021,2011,2,8,25,4,1128485.1,1086421.57,1046068.17,1086991.6133333333,41211.42195688184,0,0,0,0
1629,12,2011-03-04,1085248.21,0,51.72,3.674,128.26475,14.021,2011,3,9,4,4,1046203.72,1128485.1,1086421.57,1087036.7966666666,41144.13994197918,0,0,0,0
1630,12,2011-03-11,997672.62,0,57.75,3.818,128.3995,14.021,2011,3,10,11,4,1085248.21,1046203.72,1128485.1,1086645.6766666668,41158.48707727202,0,0,0,0
1631,12,2011-03-18,1009502.01,0,64.21,3.692,128.5121935,14.021,2011,3,11,18,4,997672.62,1085248.21,1046203.72,1043041.5166666666,43873.34769998427,0,0,0,0
1632,12,2011-03-25,954107.32,0,54.4,3.909,128.6160645,14.021,2011,3,12,25,4,1009502.01,997672.62,1085248.21,1030807.6133333333,47516.49756674786,0,0,0,0
1633,12,2011-04-01,1005463.49,0,63.63,3.772,128.7199355,13.736,2011,4,13,1,4,954107.32,1009502.01,997672.62,987093.9833333334,29173.165500917217,0,0,0,0
1634,12,2011-04-08,998362.05,0,64.47,4.003,128.8238065,13.736,2011,4,14,8,4,1005463.49,954107.32,1009502.01,989690.94,30882.404701978186,0,0,0,0
1635,12,2011-04-15,990951.77,0,57.63,3.868,128.9107333,13.736,2011,4,15,15,4,998362.05,1005463.49,954107.32,985977.6200000001,27827.94690750248,0,0,0,0
1636,12,2011-04-22,1016019.47,0,72.12,4.134,128.9553,13.736,2011,4,16,22,4,990951.77,998362.05,1005463.49,998259.1033333334,7256.407709918543,0,0,0,0
1637,12,2011-04-29,994966.1,0,68.27,4.151,128.9998667,13.736,2011,4,17,29,4,1016019.47,990951.77,998362.05,1001777.7633333333,12878.18772207305,0,0,0,0
1638,12,2011-05-06,1021154.48,0,68.4,4.193,129.0444333,13.736,2011,5,18,6,4,994966.1,1016019.47,990951.77,1000645.7799999999,13464.452068321392,0,0,0,0
1639,12,2011-05-13,977033.5,0,70.93,4.202,129.089,13.736,2011,5,19,13,4,1021154.48,994966.1,1016019.47,1010713.35,13877.103222491669,0,0,0,0
1640,12,2011-05-20,924134.99,0,66.59,4.169,129.0756774,13.736,2011,5,20,20,4,977033.5,1021154.48,994966.1,997718.0266666667,22188.849549378752,0,0,0,0
1641,12,2011-05-27,964332.51,0,76.67,4.087,129.0623548,13.736,2011,5,21,27,4,924134.99,977033.5,1021154.48,974107.6566666666,48575.87651678911,0,0,0,0
1642,12,2011-06-03,970328.68,0,71.81,4.031,129.0490323,13.736,2011,6,22,3,4,964332.51,924134.99,977033.5,955167.0,27614.634167884175,0,0,0,0
1643,12,2011-06-10,996937.95,0,78.72,3.981,129.0357097,13.736,2011,6,23,10,4,970328.68,964332.51,924134.99,952932.0599999999,25118.55776327304,0,0,0,0
1644,12,2011-06-17,986504.93,0,86.84,3.935,129.0432,13.736,2011,6,24,17,4,996937.95,970328.68,964332.51,977199.7133333334,17354.740093130964,0,0,0,0
1645,12,2011-06-24,997282.75,0,88.95,3.898,129.0663,13.736,2011,6,25,24,4,986504.93,996937.95,970328.68,984590.52,13407.536564192827,0,0,0,0
1646,12,2011-07-01,961993.34,0,89.85,3.842,129.0894,13.503,2011,7,26,1,4,997282.75,986504.93,996937.95,993575.21,6125.468653061264,0,0,0,0
1647,12,2011-07-08,943717.38,0,89.9,3.705,129.1125,13.503,2011,7,27,8,4,961993.34,997282.75,986504.93,981927.0066666667,18084.624714721514,0,0,0,0
1648,12,2011-07-15,936001.98,0,88.1,3.692,129.1338387,13.503,2011,7,28,15,4,943717.38,961993.34,997282.75,967664.4899999999,27229.27969212628,0,0,0,0
1649,12,2011-07-22,922231.92,0,91.17,3.794,129.1507742,13.503,2011,7,29,22,4,936001.98,943717.38,961993.34,947237.5666666665,13348.46374267688,0,0,0,0
1650,12,2011-07-29,890547.07,0,93.29,3.805,129.1677097,13.503,2011,7,30,29,4,922231.92,936001.98,943717.38,933983.7600000001,10883.986256435668,0,0,0,0
1651,12,2011-08-05,988712.52,0,90.61,3.803,129.1846452,13.503,2011,8,31,5,4,890547.07,922231.92,936001.98,916260.3233333334,23308.414485764304,0,0,0,0
1652,12,2011-08-12,955913.68,0,91.04,3.701,129.2015806,13.503,2011,8,32,12,4,988712.52,890547.07,922231.92,933830.5033333334,50099.99246438983,0,0,0,0
1653,12,2011-08-19,966817.24,0,91.74,3.743,129.2405806,13.503,2011,8,33,19,4,955913.68,988712.52,890547.07,945057.7566666667,49975.01572777215,0,0,0,0
1654,12,2011-08-26,1017593.47,0,94.61,3.74,129.2832581,13.503,2011,8,34,26,4,966817.24,955913.68,988712.52,970481.1466666668,16703.56654681478,0,0,0,0
1655,12,2011-09-02,1052051.45,0,93.66,3.798,129.3259355,13.503,2011,9,35,2,4,1017593.47,966817.24,955913.68,980108.13,32917.85140855937,0,0,0,0
1656,12,2011-09-09,922850.57,1,88.0,3.913,129.3686129,13.503,2011,9,36,9,4,1052051.45,1017593.47,966817.24,1012154.0533333333,42876.661237052875,0,0,0,0
1657,12,2011-09-16,889290.23,0,76.36,3.918,129.4306,13.503,2011,9,37,16,4,922850.57,1052051.45,1017593.47,997498.4966666666,66903.45890269765,0,0,0,0
1658,12,2011-09-23,871692.74,0,82.95,3.789,129.5183333,13.503,2011,9,38,23,4,889290.23,922850.57,1052051.45,954730.75,85936.38979848636,0,0,0,0
1659,12,2011-09-30,866401.45,0,83.26,3.877,129.6060667,13.503,2011,9,39,30,4,871692.74,889290.23,922850.57,894611.18,25990.6766794428,0,0,0,0
1660,12,2011-10-07,951244.66,0,70.44,3.827,129.6938,12.89,2011,10,40,7,4,866401.45,871692.74,889290.23,875794.8066666666,11983.08289534632,0,0,0,0
1661,12,2011-10-14,927600.01,0,67.31,3.805,129.7706452,12.89,2011,10,41,14,4,951244.66,866401.45,871692.74,896446.2833333333,47530.47445001645,0,0,0,0
1662,12,2011-10-21,938604.58,0,73.05,3.842,129.7821613,12.89,2011,10,42,21,4,927600.01,951244.66,866401.45,915082.04,43784.89751578575,0,0,0,0
1663,12,2011-10-28,990926.38,0,67.41,3.727,129.7936774,12.89,2011,10,43,28,4,938604.58,927600.01,951244.66,939149.75,11831.74865154603,0,0,0,0
1664,12,2011-11-04,1051944.79,0,59.77,3.828,129.8051935,12.89,2011,11,44,4,4,990926.38,938604.58,927600.01,952376.9899999999,33835.1406418136,0,0,0,0
1665,12,2011-11-11,1095091.53,0,48.76,3.824,129.8167097,12.89,2011,11,45,11,4,1051944.79,990926.38,938604.58,993825.25,56725.68541824362,0,0,0,0
1666,12,2011-11-18,970641.34,0,54.2,3.813,129.8268333,12.89,2011,11,46,18,4,1095091.53,1051944.79,990926.38,1045987.5666666668,52337.47224516726,0,0,0,0
1667,12,2011-11-25,1591920.42,1,53.25,3.622,129.8364,12.89,2011,11,47,25,4,970641.34,1095091.53,1051944.79,1039225.8866666667,63192.48629593301,0,0,0,0
1668,12,2011-12-02,1071383.1,0,52.5,3.701,129.8459667,12.89,2011,12,48,2,4,1591920.42,970641.34,1095091.53,1219217.7633333334,328713.2719598531,0,0,0,0
1669,12,2011-12-09,1189646.45,0,42.17,3.644,129.8555333,12.89,2011,12,49,9,4,1071383.1,1591920.42,970641.34,1211314.9533333334,333440.5741573567,0,0,0,0
1670,12,2011-12-16,1293404.18,0,43.29,3.6,129.8980645,12.89,2011,12,50,16,4,1189646.45,1071383.1,1591920.42,1284316.6566666665,272876.54974535154,0,0,0,0
1671,12,2011-12-23,1617612.03,0,45.4,3.541,129.9845484,12.89,2011,12,51,23,4,1293404.18,1189646.45,1071383.1,1184811.2433333334,111089.48829085354,0,0,0,0
1672,12,2011-12-30,1111638.07,1,44.64,3.428,130.0710323,12.89,2011,12,52,30,4,1617612.03,1293404.18,1189646.45,1366887.5533333335,223245.35612979284,0,0,0,0
1673,12,2012-01-06,945823.65,0,50.43,3.599,130.1575161,12.187,2012,1,1,6,4,1111638.07,1617612.03,1293404.18,1340884.76,256306.87887251904,0,0,0,0
1674,12,2012-01-13,865467.86,0,48.07,3.657,130.244,12.187,2012,1,2,13,4,945823.65,1111638.07,1617612.03,1225024.5833333333,349953.25820768345,0,0,0,0
1675,12,2012-01-20,855922.64,0,46.2,3.66,130.2792258,12.187,2012,1,3,20,4,865467.86,945823.65,1111638.07,974309.86,125533.02829528457,0,0,0,0
1676,12,2012-01-27,888203.69,0,50.43,3.675,130.3144516,12.187,2012,1,4,27,4,855922.64,865467.86,945823.65,889071.3833333333,49380.08338456205,0,0,0,0
1677,12,2012-02-03,1058767.95,0,50.58,3.702,130.3496774,12.187,2012,2,5,3,4,888203.69,855922.64,865467.86,869864.73,16583.603246104954,0,0,0,0
1678,12,2012-02-10,1199330.85,1,52.27,3.722,130.3849032,12.187,2012,2,6,10,4,1058767.95,888203.69,855922.64,934298.0933333334,108995.75891401351,1,0,0,0
1679,12,2012-02-17,1240048.85,0,51.8,3.781,130.4546207,12.187,2012,2,7,17,4,1199330.85,1058767.95,888203.69,1048767.4966666668,155804.47433424665,0,0,0,0
1680,12,2012-02-24,1112034.72,0,53.13,3.95,130.5502069,12.187,2012,2,8,24,4,1240048.85,1199330.85,1058767.95,1166049.2166666668,95112.78312720805,0,0,0,0
1681,12,2012-03-02,1147636.96,0,52.27,4.178,130.6457931,12.187,2012,3,9,2,4,1112034.72,1240048.85,1199330.85,1183804.8066666669,65404.11214981475,0,0,0,0
1682,12,2012-03-09,1113208.57,0,54.54,4.25,130.7413793,12.187,2012,3,10,9,4,1147636.96,1112034.72,1240048.85,1166573.51,66074.57199514107,0,0,0,0
1683,12,2012-03-16,1088498.52,0,64.44,4.273,130.8261935,12.187,2012,3,11,16,4,1113208.57,1147636.96,1112034.72,1124293.4166666667,20224.61971143555,0,0,0,0
1684,12,2012-03-23,1045419.87,0,56.26,4.038,130.8966452,12.187,2012,3,12,23,4,1088498.52,1113208.57,1147636.96,1116448.0166666668,29702.008053972095,0,0,0,0
1685,12,2012-03-30,1025382.22,0,64.36,4.294,130.9670968,12.187,2012,3,13,30,4,1045419.87,1088498.52,1113208.57,1082375.6533333336,34306.61866296614,0,0,0,0
1686,12,2012-04-06,1128765.71,0,64.05,4.121,131.0375484,11.627,2012,4,14,6,4,1025382.22,1045419.87,1088498.52,1053100.2033333334,32251.47239284278,0,0,0,0
1687,12,2012-04-13,1083811.19,0,64.28,4.254,131.108,11.627,2012,4,15,13,4,1128765.71,1025382.22,1045419.87,1066522.6,54827.27798491461,0,0,0,0
1688,12,2012-04-20,1006486.96,0,66.73,4.222,131.1173333,11.627,2012,4,16,20,4,1083811.19,1128765.71,1025382.22,1079319.7066666668,51837.887380231645,0,0,0,0
1689,12,2012-04-27,1004252.38,0,77.99,4.193,131.1266667,11.627,2012,4,17,27,4,1006486.96,1083811.19,1128765.71,1073021.2866666669,61849.33052061285,0,0,0,0
1690,12,2012-05-04,1073433.69,0,76.03,4.171,131.136,11.627,2012,5,18,4,4,1004252.38,1006486.96,1083811.19,1031516.8433333334,45302.01272476547,0,0,0,0
